id,is_night_game
0,False
1,True
2,True
3,True
4,False
5,False
6,False
7,False
8,True
9,False
10,False
11,False
12,True
13,True
14,False
15,True
16,False
17,False
18,True
19,False
20,True
21,False
22,True
23,True
24,False
25,False
26,True
27,True
28,True
29,True
30,False
31,False
32,True
33,False
34,True
35,True
36,True
37,True
38,False
39,False
40,False
41,False
42,True
43,False
44,True
45,True
46,True
47,False
48,False
49,False
50,True
51,False
52,True
53,True
54,True
55,True
56,True
57,True
58,True
59,False
60,False
61,True
62,True
63,True
64,True
65,True
66,True
67,True
68,False
69,False
70,False
71,False
72,True
73,False
74,True
75,False
76,True
77,True
78,True
79,False
80,True
81,True
82,False
83,True
84,True
85,False
86,False
87,True
88,True
89,True
90,True
91,False
92,True
93,False
94,True
95,True
96,True
97,False
98,False
99,False
100,False
101,True
102,True
103,False
104,True
105,False
106,False
107,True
108,True
109,True
110,False
111,True
112,True
113,False
114,False
115,False
116,True
117,True
118,True
119,True
120,False
121,True
122,True
123,True
124,True
125,True
126,True
127,False
128,False
129,True
130,True
131,False
132,False
133,False
134,True
135,False
136,False
137,True
138,True
139,True
140,True
141,False
142,True
143,False
144,False
145,True
146,False
147,False
148,True
149,True
150,True
151,True
152,False
153,True
154,True
155,True
156,True
157,True
158,False
159,True
160,True
161,True
162,False
163,True
164,True
165,False
166,True
167,False
168,True
169,False
170,True
171,False
172,True
173,True
174,True
175,True
176,False
177,True
178,True
179,True
180,True
181,True
182,False
183,True
184,False
185,True
186,False
187,False
188,False
189,True
190,False
191,False
192,True
193,True
194,False
195,False
196,False
197,False
198,True
199,True
200,True
201,False
202,False
203,False
204,True
205,True
206,True
207,False
208,False
209,True
210,True
211,True
212,True
213,True
214,True
215,True
216,False
217,False
218,True
219,False
220,True
221,False
222,True
223,True
224,True
225,False
226,True
227,True
228,True
229,False
230,False
231,True
232,True
233,False
234,True
235,False
236,True
237,False
238,True
239,True
240,True
241,False
242,True
243,False
244,False
245,False
246,True
247,False
248,True
249,False
250,True
251,False
252,False
253,False
254,False
255,True
256,False
257,True
258,True
259,False
260,True
261,True
262,True
263,True
264,True
265,True
266,True
267,True
268,True
269,True
270,True
271,True
272,False
273,False
274,False
275,True
276,True
277,True
278,True
279,True
280,True
281,False
282,True
283,False
284,True
285,True
286,False
287,True
288,False
289,True
290,False
291,True
292,False
293,False
294,True
295,True
296,True
297,True
298,False
299,True
300,False
301,True
302,True
303,True
304,True
305,False
306,False
307,True
308,True
309,True
310,True
311,False
312,False
313,False
314,True
315,True
316,True
317,True
318,True
319,True
320,False
321,True
322,True
323,True
324,False
325,True
326,True
327,False
328,True
329,True
330,True
331,True
332,True
333,True
334,True
335,True
336,True
337,False
338,True
339,True
340,False
341,False
342,True
343,True
344,True
345,True
346,True
347,True
348,True
349,False
350,False
351,False
352,True
353,True
354,False
355,True
356,False
357,True
358,True
359,True
360,True
361,False
362,True
363,True
364,False
365,True
366,False
367,True
368,True
369,True
370,True
371,True
372,True
373,False
374,False
375,True
376,True
377,True
378,False
379,True
380,False
381,False
382,False
383,False
384,True
385,True
386,True
387,False
388,True
389,True
390,False
391,True
392,True
393,True
394,True
395,True
396,True
397,False
398,True
399,True
400,True
401,False
402,False
403,False
404,True
405,True
406,False
407,True
408,True
409,False
410,False
411,True
412,False
413,True
414,False
415,False
416,False
417,True
418,True
419,True
420,False
421,False
422,True
423,True
424,True
425,True
426,True
427,False
428,False
429,False
430,False
431,True
432,True
433,True
434,False
435,True
436,True
437,True
438,False
439,True
440,True
441,True
442,True
443,True
444,True
445,True
446,True
447,True
448,False
449,False
450,True
451,False
452,False
453,False
454,True
455,True
456,True
457,True
458,False
459,False
460,False
461,True
462,True
463,False
464,False
465,False
466,True
467,False
468,True
469,True
470,True
471,True
472,True
473,True
474,True
475,True
476,True
477,False
478,True
479,False
480,True
481,True
482,True
483,True
484,True
485,True
486,True
487,False
488,False
489,True
490,False
491,True
492,False
493,True
494,True
495,True
496,True
497,True
498,True
499,True
500,True
501,False
502,True
503,False
504,True
505,True
506,True
507,True
508,True
509,False
510,False
511,True
512,True
513,True
514,False
515,True
516,True
517,True
518,False
519,True
520,True
521,False
522,False
523,True
524,True
525,True
526,True
527,True
528,False
529,True
530,True
531,True
532,True
533,True
534,True
535,True
536,True
537,False
538,True
539,False
540,True
541,True
